Location	Date	Ring	Species	Age	Sex confirmed	Sex suspected	Tar (mm)	Wing (mm)	Weight (g)	N/R	Pit	Pit_code	Observer ID	Adult/Nestling	Box_Number
	17/05/2018	B4R7138	BLUTI	6		F	19.7	64	11.3	R	011017A3C8	3	GAN	A	3
	17/05/2018	B4R7231	BLUTI	6		M	20.1	66	11.3	R	01101795C4	3	GAN	A	3
	17/05/2018	B4R7254	BLUTI	5		F	19.5	62	10.6	R	01101792DB	3	GAN	A	111
	17/05/2018	B4R7302	BLUTI	5	F					N	0110179E14	1	GAN	A	Bridge_box
	17/05/2018	B4R7305	BLUTI	6	F		19.8	65	11.1	N	0110179486	1	GAN	A	238
	17/05/2018	B4P6951	BLUTI	6	M		20.0	67	11.6	R	0110179A09	1	GAN	A	238
	17/05/2018	C3T0410	GRETI	1					15.0	N	0110178BE9	1	GAN	N	D4
	17/05/2018	C3T0411	GRETI	1					16.0	N	0110177ADA	1	GAN	N	D4
	17/05/2018	C3T0413	GRETI	1					13.8	N	0110177F0E	1	GAN	N	D4
	17/05/2018	C3T0421	GRETI	1					19.4	N	0110178D8E	1	GAN	N	41
	17/05/2018	C3T0422	GRETI	1					18.3	N	01101778CE	1	GAN	N	41
	17/05/2018	C3T0424	GRETI	1					19.3	N	0110178BF6	1	GAN	N	41
	17/05/2018	C3T0425	GRETI	1					18.1	N	0110178872	1	GAN	N	41
	17/05/2018	C3T0426	GRETI	1					18.4	N	0110178C79	1	GAN	N	41
	17/05/2018	C3T0427	GRETI	1					18.0	N	0110178A93	1	GAN	N	33
	17/05/2018	C3T0430	GRETI	1					18.6	N	0110178DB5	1	GAN	N	33
	17/05/2018	C3T0431	GRETI	1					19.3	N	01101770DB	1	GAN	N	33
	17/05/2018	C3T0433	GRETI	1					14.8	N	0110176D55	1	GAN	N	60
	17/05/2018	C3T0434	GRETI	1					14.8	N	01101788EA	1	GAN	N	60
	17/05/2018	B4R7306	BLUTI	1					10.0	N	01101794C8	1	GAN	N	222
	17/05/2018	B4R7307	BLUTI	1					10.2	N	0110179564	1	GAN	N	222
	17/05/2018	B4R7308	BLUTI	1					10.5	N	011017964F	1	GAN	N	222
	17/05/2018	B4R7309	BLUTI	6		M	20.6	69	11.3	N	0110179BCC	1	GAN	A	111
	17/05/2018	B4R7047	BLUTI	6		M	20.5	71	10.9	R	0110178F29	1	LMA	A	40
	17/05/2018	B4R7310	BLUTI	6		F	20.0	65	10.9	N	0110179162	1	LMA	A	40
	17/05/2018	B4R7311	BLUTI	6		M	19.7	65		N	0110176A8C	1	GAN	A	87
	17/05/2018	C3L0404	GRETI	6	F					R	011017738A	3	GAN	A	D4
	17/05/2018	C3T0412	GRETI	1					17.2	N	0110178628	1	GAN	N	D4
	17/05/2018	C3T0418	GRETI	1					17.0	N	0110178433	1	GAN	N	106
	17/05/2018	C3T0419	GRETI	1					16.4	N	011017A2C9	1	GAN	N	106
	17/05/2018	C3T0423	GRETI	1					15.3	N	0110177142	1	GAN	N	41
	17/05/2018	C3T0428	GRETI	1					18.7	N	0110177FE8	1	GAN	N	33
	17/05/2018	C3T0429	GRETI	1					19.3	N	0110176F74	1	GAN	N	33
	17/05/2018	C3T0432	GRETI	1					18.4	N	011017880E	1	GAN	N	33
	18/05/2018	C3T0436	GRETI	1					15.3	N	0110178C7B	1	GAN	N	G42
	18/05/2018	C3T0437	GRETI	1					15.9	N	0110179A1E	1	GAN	N	G42
	18/05/2018	C3T0438	GRETI	1					15.9	N	0110178412	1	GAN	N	G42
	18/05/2018	C3T0439	GRETI	1					16.1	N	011017836F	1	GAN	N	G42
	18/05/2018	C3T0440	GRETI	1					17.1	N	0110178E7F	1	GAN	N	G42
	19/05/2018	B4R7238	BLUTI	5		F	18.8	63	10.7	R	0110179222	3	GAN	A	211
	19/05/2018	C3T0441	GRETI	1					14.9	N	0110178C30	1	GAN	N	G26
	19/05/2018	C3T0442	GRETI	1					15.2	N	0110177243	1	GAN	N	G26
	19/05/2018	C3T0443	GRETI	1					16.2	N	0110179FDE	1	GAN	N	G26
	19/05/2018	C3T0447	GRETI	1					15.7	N	0110176927	1	GAN	N	G32
	19/05/2018	C3T0448	GRETI	1					16.1	N	0110178BD8	1	GAN	N	G32
	19/05/2018	C3T0450	GRETI	1					14.9	N	0110176472	1	GAN	N	G32
	19/05/2018	B4R7317	BLUTI	1					10.4	N	011017982B	1	GAN	N	238
	19/05/2018	B4R7318	BLUTI	1					11.4	N	011017A726	1	GAN	N	238
	19/05/2018	B4R7319	BLUTI	1					10.6	N	01101795D8	1	GAN	N	238
	19/05/2018	B4R7320	BLUTI	1					9.5	N	01101790D3	1	GAN	N	238
	19/05/2018	B4R7322	BLUTI	1					9.8	N	01101793F9	1	GAN	N	90
	19/05/2018	B4R7327	BLUTI	1					10.2	N	011017A628	1	GAN	N	90
	19/05/2018	C3T0451	GRETI	1					15.7	N	0110179AC2	1	GAN	N	G47
	19/05/2018	C3T0454	GRETI	1					16.5	N	01101772FE	1	GAN	N	G47
	19/05/2018	B4R7328	BLUTI	1					10.2	N	01101792C2	1	GAN	N	39
	19/05/2018	B4R7330	BLUTI	1					9.8	N	0110177B9D	1	GAN	N	39
	19/05/2018	B4R7331	BLUTI	1					10.5	N	0110179481	1	GAN	N	39
	19/05/2018	C3T0445	GRETI	1					16.2	N	011017781F	1	GAN	N	G26
	19/05/2018	C3T0446	GRETI	1					14.7	N	0110177F3B	1	GAN	N	G32
	19/05/2018	C3T0452	GRETI	1					16.1	N	0110178B36	1	GAN	N	G47
	19/05/2018	C3T0453	GRETI	1					16.2	N	011017797C	1	GAN	N	G47
	21/05/2018	C3T0462	GRETI	1					17.6	N	0110178933	1	DRF	N	69
	21/05/2018	B4R7339	BLUTI	1					9.6	N	0110179350	1	DRF	N	111
	21/05/2018	B4R7340	BLUTI	1					11.7	N	0110178CF9	1	DRF	N	111
	21/05/2018	B4R7341	BLUTI	1					11.3	N	0110178FF7	1	DRF	N	111
	21/05/2018	B4R7342	BLUTI	1					10.5	N	01101798D1	1	DRF	N	111
	21/05/2018	B4R7343	BLUTI	1					9.9	N	01101795DA	1	DRF	N	111
	21/05/2018	B4R7344	BLUTI	1					11.6	N	0110179A91	1	DRF	N	111
	21/05/2018	C3T0460	GRETI	1					16.6	N	0110176CAF	1	DRF	N	69
	21/05/2018	C3T0461	GRETI	1					18.3	N	01101780AC	1	DRF	N	69
	22/05/2018	B4R7110	BLUTI	6	M		22.3	65	11.2	R	0110179855	3	GAN	A	208
	22/05/2018	B4R7347	BLUTI	1					9.7	N	0110179402	1	GAN	N	211
	22/05/2018	B4R7348	BLUTI	1					10.0	N	0110178B05	1	GAN	N	211
	22/05/2018	C3T0463	GRETI	5	F		24.0	75	18.2	N	0110178ACF	1	GAN	A	F17
	22/05/2018	C3T0464	GRETI	1					18.2	N	011017857C	1	GAN	N	139
	22/05/2018	C3T0465	GRETI	1					19.5	N	0110178CBD	1	GAN	N	139
	22/05/2018	C3T0002	GRETI	5	M		23.7	78	19.7	R	01101765BB	3	GAN	A	131
	22/05/2018	C3T0137	GRETI	5	M		24.1	75	18.8	R	0110177B56	3	GAN	A	A87
	22/05/2018	C3T0290	GRETI	5	F		22.1	74	18.2	R	011017861E	3	GAN	A	A34
	22/05/2018	C3T0466	GRETI	1					19.2	N	011017847E	1	GAN	N	139
	23/05/2018	B4R7099	BLUTI	6	F		19.5	65	11.9	R	01101793C7	3	GAN	A	208
	23/05/2018	B4R7349	BLUTI	1					11.3	N	01101792D8	1	GAN	N	G51
	23/05/2018	B4R7350	BLUTI	1					11.7	N	01101791BF	1	GAN	N	G51
	23/05/2018	B4R7351	BLUTI	1					11.7	N	011017929D	1	GAN	N	G51
	23/05/2018	B4R7352	BLUTI	1					12.5	N	01101795A3	1	GAN	N	G51
	23/05/2018	B4R7353	BLUTI	1					12.2	N	011017A348	1	GAN	N	G51
	23/05/2018	B4R7354	BLUTI	1					10.7	N	0110179112	1	GAN	N	G51
	23/05/2018	B4R7355	BLUTI	1					10.8	N	0110177DC6	1	GAN	N	G51
	23/05/2018	B4R7356	BLUTI	1					11.8	N	0110179F5C	1	GAN	N	G51
	23/05/2018	C3T0467	GRETI	1					17.7	N	01101790A2	1	GAN	N	G53
	23/05/2018	C3T0468	GRETI	1					17.6	N	0110178C16	1	GAN	N	G53
	23/05/2018	C3T0469	GRETI	1					17.0	N	0110178C69	1	GAN	N	G53
	23/05/2018	C3T0470	GRETI	1					18.3	N	0110178B21	1	GAN	N	G53
	23/05/2018	C3T0471	GRETI	1					17.2	N	0110178B18	1	GAN	N	G53
	23/05/2018	C3T0473	GRETI	1					16.6	N	0110177494	1	GAN	N	G53
	23/05/2018	C3T0474	GRETI	1					17.0	N	01101793AE	1	GAN	N	G53
	23/05/2018	C3T0476	GRETI	1					18.7	N	0110178C55	1	GAN	N	G59
	23/05/2018	C3T0477	GRETI	1					16.2	N	011017887D	1	GAN	N	G59
	23/05/2018	C3T0478	GRETI	1					18.0	N	011017860D	1	GAN	N	G59
	23/05/2018	C3T0479	GRETI	1					17.4	N	011017882F	1	GAN	N	G59
	23/05/2018	C3T0480	GRETI	1					18.1	N	01101775E8	1	GAN	N	G59
	23/05/2018	C3T0481	GRETI	1					16.4	N	011017861C	1	GAN	N	G59
	23/05/2018	B4R7357	BLUTI	1					11.6	N	0110179BE2	1	GAN	N	224
	23/05/2018	B4R7358	BLUTI	1					11.2	N	011017942C	1	GAN	N	224
	23/05/2018	B4R7359	BLUTI	1					9.5	N	0110179161	1	GAN	N	224
	23/05/2018	B4R7360	BLUTI	1					11.4	N	011017A7B0	1	GAN	N	224
	23/05/2018	B4R7361	BLUTI	1					10.9	N	01101793F2	1	GAN	N	224
	23/05/2018	C3T0482	NUTHA	1					20.0	N	011017852D	1	GAN	N	B27
	23/05/2018	C3T0483	NUTHA	1					19.1	N	0110179ECE	1	GAN	N	B27
	23/05/2018	C3T0484	NUTHA	1					20.9	N	0110177C77	1	GAN	N	B27
	23/05/2018	C3T0485	NUTHA	1					20.1	N	0110177479	1	GAN	N	B27
	23/05/2018	C3T0488	NUTHA	1					17.8	N	0110177D1C	1	GAN	N	B27
	23/05/2018	C3T0472	GRETI	1					17.0	N	0110178711	1	GAN	N	G53
	23/05/2018	C3T0475	GRETI	1					16.8	N	0110178987	1	GAN	N	G59
	23/05/2018	C3T0487	NUTHA	1					19.4	N	011017873F	1	GAN	N	B27
	24/05/2018	B4R7368	BLUTI	1					9.8	N	01101793D0	1	DRF	N	44
	24/05/2018	B4R7370	BLUTI	1					10.2	N	0110179019	1	DRF	N	44
	24/05/2018	B4R7374	BLUTI	1					8.2	N	011017948A	1	DRF	N	87
	24/05/2018	B4R7375	BLUTI	1					9.5	N	01101797BA	1	DRF	N	87
	24/05/2018	B4R7376	BLUTI	1					9.9	N	011017A167	1	DRF	N	87
	25/05/2018	C3T0490	GRETI	1					15.4	N	0110179AC3	1	GAN	N	A87
	25/05/2018	C3T0492	GRETI	1					15.0	N	0110178BF4	1	GAN	N	A87
	25/05/2018	C3T0496	GRETI	1					14.7	N	011017913B	1	GAN	N	G39
	25/05/2018	C3T0497	GRETI	1					15.0	N	0110178135	1	GAN	N	G39
	25/05/2018	C3T0498	GRETI	1					14.6	N	01101772F4	1	GAN	N	G39
	25/05/2018	C3T0499	GRETI	1					14.8	N	01101788D9	1	GAN	N	G39
	25/05/2018	C3T0489	GRETI	1					17.2	N	0110178614	1	GAN	N	A87
	25/05/2018	C3T0491	GRETI	1					17.0	N	01101783F6	1	GAN	N	A87
	26/05/2018	B4R7377	BLUTI	1					12.2	N	01101792DC	1	DRF	N	208
	26/05/2018	B4R7378	BLUTI	1					11.9	N	0110178829	1	DRF	N	208
	26/05/2018	B4R7379	BLUTI	1					10.7	N	011017956E	1	DRF	N	208
	26/05/2018	B4R7380	BLUTI	1					10.3	N	011017965B	1	DRF	N	208
	26/05/2018	B4R7381	BLUTI	1					9.4	N	011017945B	1	DRF	N	208
	26/05/2018	C3T0503	GRETI	1					16.0	N	0110176D43	1	DRF	N	A34
	26/05/2018	C3T0504	GRETI	1					15.0	N	0110178459	1	DRF	N	A34
	26/05/2018	C3T0501	GRETI	1					17.8	N	0110176F71	1	DRF	N	A34
	26/05/2018	C3T0502	GRETI	1					17.1	N	0110177508	1	DRF	N	A34
	26/05/2018	C3T0505	GRETI	1					19.7	N	0110177C78	1	DRF	N	A34
	27/05/2018	C3T0506	GRETI	1					18.1	N	0110178223	1	GAN	N	G38
	27/05/2018	C3T0507	GRETI	1					16.6	N	0110178D45	1	GAN	N	G38
	27/05/2018	C3T0508	GRETI	1					16.3	N	0110179AB5	1	GAN	N	G38
	27/05/2018	C3T0509	GRETI	1					16.9	N	01101783C3	1	GAN	N	G38
	27/05/2018	C3T0510	GRETI	1					18.0	N	0110178641	1	GAN	N	F17
	27/05/2018	C3T0512	GRETI	1					15.6	N	0110177CE3	1	GAN	N	F17
	27/05/2018	C3T0513	GRETI	1					16.8	N	011017855D	1	GAN	N	F17
	27/05/2018	C3T0515	GRETI	1					16.2	N	0110178781	1	GAN	N	F17
	27/05/2018	C3T0516	GRETI	1					17.1	N	011017686E	1	GAN	N	F17
	27/05/2018	C3T0511	GRETI	1					16.9	N	0110178A1E	1	GAN	N	F17
	28/05/2018	C3T0517	GRETI	1					16.4	N	0110178024	1	GAN	N	G52
	28/05/2018	C3T0518	GRETI	1					18.0	N	0110177F47	1	GAN	N	G52
	28/05/2018	C3T0519	GRETI	1					15.3	N	01101783F8	1	GAN	N	G52
	28/05/2018	C3T0520	GRETI	1					17.2	N	011017858D	1	GAN	N	G52
	28/05/2018	C3T0521	GRETI	1					14.8	N	0110178741	1	GAN	N	G52
	28/05/2018	C3T0523	GRETI	1					17.0	N	01101787AE	1	GAN	N	G52
	28/05/2018	C3T0524	GRETI	1					19.4	N	011017871E	1	GAN	N	G56
	28/05/2018	C3T0526	GRETI	1					16.8	N	0110177A47	1	GAN	N	G56
	28/05/2018	C3T0527	GRETI	1					18.1	N	011017863A	1	GAN	N	G56
	28/05/2018	C3T0528	GRETI	1					18.8	N	01101788DD	1	GAN	N	G57
	28/05/2018	C3T0529	GRETI	1					17.6	N	0110177F3C	1	GAN	N	G57
	28/05/2018	C3T0530	GRETI	1					19.8	N	0110177AE5	1	GAN	N	G57
	28/05/2018	C3T0531	GRETI	1					15.7	N	0110178541	1	GAN	N	G57
	28/05/2018	C3T0532	GRETI	1					19.0	N	0110177E58	1	GAN	N	G57
	28/05/2018	C3T0533	GRETI	1					19.0	N	01101782CC	1	GAN	N	G57
	28/05/2018	C3T0534	GRETI	1					16.9	N	011017876F	1	GAN	N	G57
	28/05/2018	C3T0535	GRETI	1					17.5	N	011017771B	1	GAN	N	G57
	28/05/2018	C3T0525	GRETI	1					17.6	N	01101789D3	1	GAN	N	G56
	31/05/2018	C3T0537	GRETI	1					14.1	N	01101765C7	1	GAN	N	G25
	31/05/2018	C3T0538	GRETI	1					16.6	N	0110178EEE	1	GAN	N	G25
	31/05/2018	C3T0536	GRETI	1					17.2	N	0110178AF7	1	GAN	N	G25
	31/05/2018	C3T0539	GRETI	1	F				17.0	N	0110178DDD	1	GAN	N	G25
	01/06/2018	C3T0540	GRETI	1					17.4	N	0110179321	1	GAN	N	G60
	01/06/2018	C3T0541	GRETI	1					18.3	N	0110178E1D	1	GAN	N	G60
	01/06/2018	C3T0542	GRETI	1					16.9	N	011017A43C	1	GAN	N	G60
	01/06/2018	C3T0543	GRETI	1					18.2	N	0110178972	1	GAN	N	G60
	01/06/2018	C3T0544	GRETI	1					14.2	N	0110178092	1	GAN	N	G60
	01/06/2018	C3T0545	GRETI	1					16.6	N	0110178CDF	1	GAN	N	G60
	02/06/2018	C3T0546	GRETI	1					18.5	N	0110178B50	1	LMA	J	F14
	02/06/2018	C3T0547	GRETI	1					15.8	N	0110178998	1	LMA	J	F14
	02/06/2018	C3T0548	GRETI	1					16.6	N	011017A4A4	1	LMA	J	F14
	19/06/2018	C3T0549	GRETI	5	M		23.0	74	18.2	N	0110178308	1	GAN	A	Gh1
	19/06/2018	C3T0550	GRETI	6	F		22.5	72	15.7	N	0110177535	1	GAN	A	Gh1
	19/06/2018	C3T0071	GRETI	6	M		21.9	74	17.2	R	0110177598	3	GAN	A	59
	20/06/2018	C3T0238	GRETI	5	M		23.6	76	17.0	R	0110177A4B	3	GAN	A	82
	22/06/2018	C3T0554	GRETI	1					17.2	N	0110178B0D	1	GAN	N	82
	22/06/2018	C3T0552	GRETI	1					16.8	N	01101789F7	1	GAN	N	82
	22/06/2018	C3T0553	GRETI	1					17.0	N	0110177DA9	1	GAN	N	82
	22/06/2018	C3T0555	GRETI	1					16.9	N	0110178BA4	1	GAN	N	82
	24/06/2018	C3T0559	GRETI	1					15.7	N	0110178727	1	GAN	N	59
	24/06/2018	C3T0560	GRETI	1					14.6	N	0110178E75	1	GAN	N	59
	24/06/2018	C3T0557	GRETI	1					14.6	N	01101765B6	1	GAN	N	59
Mill	09/07/2018	B4P6962	BLUTI	4	M		20.0	70	12.1	R	0110176F61	3	GAN	A	
Mill	09/07/2018	B4R7234	MARTI	4			19.3	68.5	11.6	R	0110179230	3	GAN	A	
Mill	09/07/2018	B4R7382	MARTI	2	M		20.5	66	12.0	N	0110179420	1	GAN	A	
Mill	09/07/2018	B4R7383	MARTI	4			21.5	62	11.0	N	0110179644	1	GAN	A	
Mill	09/07/2018	C3T0562	GRETI	3J			22.0	72	15.2	N	0110179CF3	1	GAN	J	
Mill	09/07/2018	C3T0068	NUTHA	4	M			84		R	0110177BE2	6	LMA	A	
Mill	09/07/2018	C3T0082	GRETI	4	M		23.3	75	18.9	R	0110177EEE	3	GAN	A	
Mill	09/07/2018	C3T0237	GRETI	4	M		23.5	75	18.0	R	0110178004	3	GAN	A	
Mill	09/07/2018	C3T0239	GRETI	4			24.0	75	18.9	R	0110178A84	3	GAN	A	
Mill	09/07/2018	C3T0330	GRETI	4			23.0	73	17.6	R	01101769CF	3	GAN	A	
Mill	09/07/2018	C3T0359	GRETI	3J			23.5	76	20.3	R	011017831E	3	GAN	J	
Mill	09/07/2018	C3T0363	GRETI	3J			24.5	77	20.0	R	01101783C7	3	GAN	J	
Mill	09/07/2018	C3T0428	GRETI	3J			23.3	74	19.0	R	0110177FE8	3	GAN	J	
Mill	09/07/2018	C3T0444	GRETI	3J			23.0	76	18.3	R	0110178AD5	1	GAN	J	
Mill	09/07/2018	C3T0561	NUTHA	3J	F		23.0	77	22.3	N	0110177AFA	1	GAN	J	
Mill	09/07/2018	C3T0563	GRETI	3J			23.0	72	15.8	N	01101783D1	1	GAN	J	
Mill	12/07/2018	B4R7385	MARTI	2			20.0	62	10.5	N	0110179E2D	1	GAN	A	
Mill	12/07/2018	B4R7386	BLUTI	4	M		20.1	67	10.7	R	011017A249	1	GAN	A	
Mill	12/07/2018	C3T0566	GRETI	3J			22.1	71	16.6	N	0110178598	1	GAN	J	
Mill	12/07/2018	C3T0567	GRETI	3J			22.2	72	18.2	N	01101775EE	1	GAN	J	
Mill	12/07/2018	C3T0568	GRETI	3J			2.6	74	18.4	N	011017884B	1	GAN	J	
Mill	12/07/2018	B4R7384	MARTI	2			20.0	63	10.2	N	01101797A4	1	GAN	A	
Mill	12/07/2018	C3T0571	GRETI	3J			23.0	74	18.4	N	0110178D5F	1	GAN	J	
Mill	12/07/2018	C3T0574	GRETI	3J			24.0	77	22.2	N	0110178D81	1	GAN	J	
Mill	12/07/2018	C3T0005	GRETI	4	M		23.8	79	18.0	R	011017704E	3	GAN	A	
Mill	12/07/2018	C3T0081	GRETI	4	M		23.7	75	17.4	R	0110177A13	3	GAN	A	
Mill	12/07/2018	C3T0103	NUTHA	4	F		22.7	84	22.5	R	0110175E33	6	GAN	A	
Mill	12/07/2018	C3T0139	GRETI	4	F		22.7	73	16.5	R	011017779B	6	GAN	A	
Mill	12/07/2018	C3T0288	GRETI	4	M		23.8	74	19.5	R	0110178EDE	3	GAN	J	
Mill	12/07/2018	C3T0295	GRETI	4	F		22.3	75	17.3	R	0110178427	3	GAN	A	
Mill	12/07/2018	C3T0363	GRETI	3J		F	24.8	76	20.2	R	01101783C7	3	GAN	J	
Mill	12/07/2018	C3T0395	GRETI	3J			24.0	75	19.0	R	0110178F09	6	GAN	J	
Mill	12/07/2018	C3T0397	GRETI	3J			23.2	77		R	01101778D1	3	GAN	J	
Mill	12/07/2018	C3T0412	GRETI	3J			22.9	74	18.8	R	0110178628	3	GAN	J	
Mill	12/07/2018	C3T0460	GRETI	3J		F	23.6	72	17.6	R	0110176CAF	3	GAN	J	
Mill	12/07/2018	C3T0461	GRETI	3J			24.2	75	18.8	R	01101780AC	3	GAN	J	
Mill	12/07/2018	C3T0539	GRETI	3J			22.8	73	16.7	R	0110178DDD	3	GAN	J	
Mill	12/07/2018	C3T0552	GRETI	3J			22.9	76	18.2	R	01101789F7	3	GAN	J	
Mill	12/07/2018	C3T0553	GRETI	3J			23.2	72	18.0	R	0110177DA9	3	GAN	J	
Mill	12/07/2018	C3T0555	GRETI	3J			23.6	72	16.5	R	0110178BA4	3	GAN	J	
Mill	12/07/2018	C3T0561	NUTHA							R	0110177AFA	3	GAN	J	
Mill	12/07/2018	C3T0569	GRETI	3J			22.2	71	16.7	N	0110178435	1	GAN	J	
Mill	12/07/2018	C3T0572	GRETI	3J			23.1	71	17.1	N	01101775DD	1	GAN	J	
Mill	12/07/2018	C3T0573	GRETI	3J			20.1	78	15.7	N	01101775E5	1	GAN	J	
Mill	12/07/2018	C3T0575	GRETI	3J			22.3	73	17.0	N	0110177122	1	GAN	J	
Mill	27/07/2018	B4R7383	MARTI	3		F	19.6	63	11.0	R	0110179644	3	GAN	A	
Mill	27/07/2018	C3T0577	GRETI	3J			22.8	78	16.5	N	01101788F2	1	GAN	J	
Mill	27/07/2018	C3T0578	GRETI	3J			23.9	76	18.4	N	0110178360	1	GAN	J	
Mill	27/07/2018	B4R7387	MARTI	2			19.1	65	11.5	R	0110179B4C	1	GAN	A	
Mill	27/07/2018	C3T0237	GRETI	4	M				17.4	R	0110178004	3	GAN	A	
Mill	27/07/2018	C3T0339	GRETI	4	M		27.4	79	19.2	R	011017890F	3	BCK	A	
Mill	27/07/2018	C3T0394	GRETI	3J			22.2	72	16.8	R	011017850E	3	GAN	J	
Mill	27/07/2018	C3T0404	GRETI	3J			21.8	72	16.7	R	0110177DD2	3	GAN	J	
Mill	27/07/2018	C3T0418	GRETI	3J			23.1	76	18.3	R	0110178433	3	GAN	J	
Mill	27/07/2018	C3T0423	GRETI	3J						R	0110177142	3	GAN	J	
Mill	27/07/2018	C3T0446	GRETI	3J			23.1	77	16.5	R	0110177F3B	3	GAN	J	
Mill	27/07/2018	C3T0539	GRETI	3J					17.4	R	0110178DDD	3	GAN	J	
Mill	27/07/2018	C3T0555	GRETI	3J					15.3	R	0110178BA4	3	GAN	J	
Mill	03/08/2018	B4R7386	BLUTI	4			20.4	67	11.1	R	011017A249	3	GAN	A	
Mill	03/08/2018	C3T0582	GRETI	3J			21.9	72	16.6	N	01101785D1	1	GAN	J	
Mill	03/08/2018	C3T0583	GRETI	3J			22.9	72	18.0	N	01101782A5	1	GAN	J	
Mill	03/08/2018	C3T0584	GRETI	3J			22.5	73	18.4	N	0110178BFA	1	GAN	J	
Mill	03/08/2018	C3T0585	GRETI	3J			22.7	70	18.3	N	0110176DFA	1	GAN	J	
Mill	03/08/2018	C3T0074	GRETI	4	M		23.5	75	19.1	R	0110178191	3	GAN	A	
Mill	03/08/2018	C3T0187	GRETI	4	M		23.2	77	16.8	R	0110177889	3	GAN	A	
Mill	03/08/2018	C3T0341	GRETI	4	F		21.6	69	15.7	R	01101788AB	3	GAN	A	
Mill	03/08/2018	C3T0394	GRETI	3J			22.4	72	17.4	R	011017850E	3	GAN	J	
Mill	03/08/2018	C3T0395	GRETI	3J			23.1	75	19.3	R	0110178F09	3	GAN	J	
Mill	03/08/2018	C3T0419	GRETI	3J			23.1	76	18.6	R	011017A2C9	3	GAN	J	
Mill	03/08/2018	C3T0444	GRETI	3J			23.5	75		R	0110178AD5	3	GAN	J	
Mill	03/08/2018	C3T0453	GRETI	3J			23.5	72	18.4	R	011017797C	3	GAN	J	
Mill	03/08/2018	C3T0501	GRETI	3J			22.3	75	18.2	R	0110176F71	3	GAN	J	
Mill	03/08/2018	C3T0552	GRETI	3J			24.0	77	17.9	R	01101789F7	3	GAN	J	
Mill	03/08/2018	C3T0555	GRETI	3J	F					R	0110178BA4	3	GAN	J	
Mill	03/08/2018	C3T0579	GRETI	3J	        		23.0	73	16.5	N	0110178EC2	1	GAN	J	
Mill	10/08/2018	B4R7234	MARTI	4			19.8	66	15.4	R	0110179230	3	GAN	A	
Mill	10/08/2018	B4R7383	MARTI	4			19.7	62	14.8	R	0110179644	3	GAN	A	
Mill	10/08/2018	B4R7399	BLUTI	3J			18.6	63	10.8	N	0110178F68	1	GAN	J	
Mill	10/08/2018	C3T0597	GRETI	3J		F	24.0	76	19.9	N	0110178650	1	GAN	J	
Mill	10/08/2018	C3T0605	GRETI	3J		F	23.0	71	16.8	N	01101787C8	1	GAN	J	
Mill	10/08/2018	C3T0428	GRETI	3J		M	23.7	74	18.5	R	0110177FE8	3	GAN	J	
Mill	10/08/2018	C3T0466	GRETI	3J		F	23.7	74	18.9	R	011017847E	3	GAN	J	
Mill	10/08/2018	C3T0539	GRETI	3J		F	22.7	73	16.5	R	0110178DDD	3	GAN	J	
Mill	10/08/2018	C3T0561	NUTHA	3J		M			21.7	R	0110177AFA	3	GAN	J	
Mill	10/08/2018	C3T0589	GRETI	3J		F	23.4	72	17.0	N	011017829E	1	GAN	J	
Mill	10/08/2018	C3T0595	GRETI	3J		F	23.5	77		N	0110177D25	1	GAN	J	
Mill	16/08/2018	B4R7385	MARTI	2			19.0	62	10.6	R	0110179E2D	3	GAN	A	
Mill	16/08/2018	C3T0608	GRETI	3J		F	22.8	71	17.3	N	01101793B7	1	GAN	J	
Mill	16/08/2018	C3T0609	NUTHA	3J	M		22.9	86	24.1	N	011017775D	1	GAN	J	
Mill	16/08/2018	C3T0072	GRETI	4	M		24.0	79	20.4	R	0110177BD3	3	GAN	A	
Mill	16/08/2018	C3T0265	GRETI	4	F		22.6	75	17.7	R	0110175B4D	3	GAN	A	
Mill	16/08/2018	C3T0561	NUTHA	3J	F					R	0110177AFA	3	GAN	J	
Mill	16/08/2018	C3T0563	GRETI	3J	F		23.4	71	17.6	R	01101783D1	3	GAN	J	
Mill	16/08/2018	C3T0569	GRETI	3J					20.8	R	0110178435	3	GAN	J	
Mill	16/08/2018	C3T0575	GRETI	3J	F	F			16.5	R	0110177122	3	GAN	J	
Mill	23/08/2018	B4R7369	BLUTI	3J			19.8	67	11.3	R	011017A7F5	1	GAN	J	
Mill	23/08/2018	B4R7391	BLUTI	3J			19.9	65	11.4	N	01101792AD	1	GAN	J	
Mill	23/08/2018	B4R7392	MARTI	2			18.9	64	11.4	N	01101790C3	1	GAN	A	
Mill	23/08/2018	B4R7390	BLUTI	3J			19.3	65	10.6	N	0110179DA7	1	GAN	J	
Mill	06/09/2018	B4R7393	BLUTI	3J			19.3	64	10.7	R	01101792B4	1	GAN	J	
Mill	06/09/2018	C3H0657	NUTHA	4	F		23.9	83	22.0	R	01101786A9	1	GAN	A	
Mill	06/09/2018	B4R7395	BLUTI	3J			21.2	67	12.3	N	011017900F	1	GAN	J	
Mill	06/09/2018	C3T0615	GRETI	3J		F	22.0	72	18.1	N	01101774D3	1	GAN	J	
Mill	06/09/2018	C3T0059	GRETI	4	M		22.8			R	0110176CAB	3	GAN	A	
Mill	06/09/2018	C3T0557	GRETI	3J		F	21.5	69	16.5	R	0110176SB6	1	GAN	J	
